# Mon Aug 25 13:46:27 2014
#
# Cooling Map File
#
# Loop values:
# hden -1.5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
6.10  -25.1822  -26.5191  -25.8744  -26.1761  -24.3862  -24.6893  -29.0577  -30.5471  -30.7312  -38.5405  -33.8283  -35.0111  -30.2784  -30.5827  -302.6526  -302.6526
6.20  -25.3289  -26.6463  -26.5157  -26.8175  -24.5208  -24.8240  -29.8785  -31.3929  -31.5770  -302.6526  -35.6142  -36.8412  -31.9085  -32.2128  -302.6526  -302.6526
6.30  -25.4730  -26.7721  -27.2003  -27.5020  -24.7245  -25.0277  -30.7288  -32.2670  -32.4511  -302.6526  -38.8404  -302.6526  -33.9672  -34.2716  -302.6526  -302.6526
6.40  -25.6152  -26.8970  -27.8660  -28.1678  -25.0881  -25.3914  -31.5493  -33.1105  -33.2945  -302.6526  -41.0904  -302.6526  -36.2536  -36.5580  -302.6526  -302.6526
6.50  -25.7558  -27.0216  -28.4894  -28.7911  -25.6214  -25.9247  -32.3190  -33.9026  -34.0866  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
6.60  -25.8956  -27.1462  -29.0799  -29.3816  -26.2460  -26.5493  -33.0568  -34.6552  -34.8391  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
6.70  -26.0347  -27.2714  -29.6413  -29.9431  -26.8796  -27.1830  -33.7643  -35.3741  -35.5580  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
6.80  -26.1736  -27.3974  -30.1724  -30.4741  -27.4826  -27.7859  -34.4387  -36.0594  -36.2433  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
6.90  -26.3126  -27.5245  -30.6820  -30.9837  -28.0545  -28.3578  -35.0892  -36.7207  -36.9045  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.00  -26.4520  -27.6528  -31.1731  -31.4748  -28.5958  -28.8991  -35.7180  -37.3600  -37.5438  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.10  -26.5919  -27.7827  -31.6485  -31.9502  -29.1051  -29.4085  -36.3307  -37.9830  -38.1668  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.20  -26.7325  -27.9140  -32.1081  -32.4098  -29.5899  -29.8933  -36.9204  -38.5829  -38.7667  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.30  -26.8738  -28.0469  -32.5568  -32.8586  -30.0529  -30.3563  -40.3393  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.40  -27.0161  -28.1814  -32.9968  -33.2985  -30.4966  -30.8000  -40.8949  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.50  -27.1592  -28.3174  -33.4288  -33.7305  -30.9215  -31.2249  -41.4419  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.60  -27.3032  -28.4549  -33.8557  -34.1574  -31.3321  -31.6355  -41.9834  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.70  -27.4481  -28.5938  -34.2790  -34.5807  -31.7305  -32.0339  -42.5207  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.80  -27.5895  -28.7296  -34.6953  -34.9970  -32.1137  -32.4171  -43.0506  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
7.90  -27.7404  -28.8753  -35.1188  -35.4206  -32.4974  -32.8008  -43.5873  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
8.00  -27.8877  -29.0179  -35.5380  -35.8397  -32.8703  -33.1737  -44.1192  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526  -302.6526
