# Mon Aug 25 13:17:48 2014
#
# Cooling Map File
#
# Loop values:
# hden -4.5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
5.50  -24.2718  -25.7385  -24.3468  -24.6484  -22.5038  -22.8062  -26.0591  -27.3537  -27.5380  -31.9583  -28.0821  -29.0141  -25.7726  -26.0762  -29.6521  -29.9540
5.60  -24.4357  -25.8780  -24.6961  -24.9976  -22.8631  -23.1656  -26.7095  -28.0449  -28.2291  -32.6134  -28.5521  -29.5287  -25.9900  -26.2938  -30.5292  -30.8312
5.70  -24.5967  -26.0152  -24.9737  -25.2753  -23.2952  -23.5979  -27.2629  -28.6347  -28.8189  -33.4458  -29.2092  -30.2282  -26.4161  -26.7200  -31.6383  -31.9403
5.80  -24.7545  -26.1501  -25.1586  -25.4602  -23.6973  -24.0002  -27.7011  -29.1059  -29.2901  -34.4820  -30.0783  -31.1384  -27.0731  -27.3771  -296.6526  -296.6526
5.90  -24.9091  -26.2826  -25.3066  -25.6083  -24.0432  -24.3462  -28.0819  -29.5169  -29.7011  -35.7107  -31.1469  -32.2473  -27.9459  -28.2501  -296.6526  -296.6526
6.00  -25.0605  -26.4129  -25.5479  -25.8496  -24.3087  -24.6118  -28.5367  -29.9998  -30.1839  -37.1363  -32.4201  -33.5611  -29.0377  -29.3419  -296.6526  -296.6526
6.10  -25.2091  -26.5413  -25.9810  -26.2827  -24.4807  -24.7838  -29.1654  -30.6549  -30.8390  -296.6526  -33.9146  -296.6526  -30.3637  -30.6679  -296.6526  -296.6526
6.20  -25.3552  -26.6683  -26.5736  -26.8754  -24.6091  -24.9123  -29.9375  -31.4518  -31.6359  -296.6526  -35.6932  -296.6526  -31.9858  -32.2901  -296.6526  -296.6526
6.30  -25.4993  -26.7942  -27.2312  -27.5329  -24.7983  -25.1015  -30.7606  -32.2989  -32.4829  -296.6526  -38.9101  -296.6526  -34.0369  -34.3412  -296.6526  -296.6526
6.40  -25.6418  -26.9197  -27.8838  -28.1856  -25.1441  -25.4474  -31.5680  -33.1292  -33.3132  -296.6526  -41.1408  -296.6526  -36.3040  -36.6084  -296.6526  -296.6526
6.50  -25.7832  -27.0451  -28.5007  -28.8025  -25.6580  -25.9613  -32.3313  -33.9148  -34.0988  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
6.60  -25.9240  -27.1709  -29.0878  -29.3895  -26.2681  -26.5714  -33.0656  -34.6639  -34.8479  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
6.70  -26.0645  -27.2975  -29.6473  -29.9490  -26.8933  -27.1966  -33.7712  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
6.80  -26.2051  -27.4251  -30.1772  -30.4789  -27.4917  -27.7950  -34.4440  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
6.90  -26.3460  -27.5542  -30.6860  -30.9878  -28.0610  -28.3644  -35.0948  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.00  -26.4877  -27.6848  -31.1767  -31.4784  -28.6008  -28.9042  -35.7253  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.10  -26.6301  -27.8171  -31.6517  -31.9535  -29.1093  -29.4127  -36.3410  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.20  -26.7735  -27.9513  -32.1112  -32.4129  -29.5935  -29.8969  -36.8993  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.30  -26.9180  -28.0872  -32.5598  -32.8615  -30.0562  -30.3596  -40.3423  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.40  -27.0637  -28.2251  -32.9996  -33.3014  -30.4997  -30.8031  -40.8978  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.50  -27.2106  -28.3647  -33.4316  -33.7334  -30.9245  -31.2279  -41.4448  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.60  -27.3586  -28.5061  -33.8586  -34.1603  -31.3352  -31.6386  -41.9863  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.70  -27.5079  -28.6492  -34.2819  -34.5837  -31.7336  -32.0370  -42.5237  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.80  -27.6584  -28.7939  -34.7023  -35.0041  -32.1213  -32.4247  -43.0577  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
7.90  -27.8100  -28.9402  -35.1220  -35.4238  -32.5008  -32.8042  -43.5905  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
8.00  -27.9627  -29.0880  -35.5413  -35.8431  -32.8739  -33.1773  -44.1226  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526  -296.6526
