# Mon Aug 25 13:12:54 2014
#
# Cooling Map File
#
# Loop values:
# hden -5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910  Si_2_1814  Si_3_1207  Si_3_1883  Si_4_1394  Si_4_1403  Mg_2_2796  Mg_2_2803
6.10  -25.2596  -26.5824  -26.1785  -26.4802  -24.6574  -24.9606  -29.3654  -30.8548  -31.0389  -38.9186  -34.0984  -295.6527  -30.5452  -30.8495  -295.6527  -295.6527
6.20  -25.4047  -26.7089  -26.6880  -26.9897  -24.7786  -25.0818  -30.0540  -31.5684  -31.7525  -295.6527  -35.8630  -295.6527  -32.1530  -32.4573  -295.6527  -295.6527
6.30  -25.5486  -26.8351  -27.2948  -27.5966  -24.9442  -25.2474  -30.8264  -32.3646  -32.5487  -295.6527  -39.0581  -295.6527  -34.1849  -34.4893  -295.6527  -295.6527
6.40  -25.6916  -26.9614  -27.9214  -28.2231  -25.2566  -25.5599  -31.6075  -33.1687  -33.3527  -295.6527  -41.2561  -295.6527  -36.4193  -36.7237  -295.6527  -295.6527
6.50  -25.8341  -27.0882  -28.5249  -28.8267  -25.7331  -26.0364  -32.3574  -33.9409  -34.1249  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
6.60  -25.9764  -27.2158  -29.1048  -29.4065  -26.3143  -26.6177  -33.0844  -34.6828  -34.8668  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
6.70  -26.1191  -27.3446  -29.6602  -29.9619  -26.9224  -27.2257  -33.7859  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
6.80  -26.2622  -27.4750  -30.1876  -30.4893  -27.5112  -27.8146  -34.4566  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
6.90  -26.4061  -27.6070  -30.6949  -30.9966  -28.0752  -28.3786  -35.1040  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.00  -26.5510  -27.7410  -31.1845  -31.4862  -28.6119  -28.9152  -35.7341  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.10  -26.6971  -27.8769  -31.6589  -31.9606  -29.1184  -29.4218  -36.3342  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.20  -26.8444  -28.0149  -32.1179  -32.4196  -29.6014  -29.9048  -39.7841  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.30  -26.9931  -28.1550  -32.5662  -32.8680  -30.0634  -30.3668  -40.3487  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.40  -27.1433  -28.2971  -33.0059  -33.3077  -30.5065  -30.8099  -38.0449  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.50  -27.2948  -28.4413  -33.4378  -33.7396  -30.9312  -31.2346  -41.4510  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.60  -27.4477  -28.5873  -33.8648  -34.1665  -31.3418  -31.6452  -41.9925  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.70  -27.6019  -28.7352  -34.2881  -34.5899  -31.7404  -32.0438  -42.5299  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.80  -27.7575  -28.8847  -34.7087  -35.0104  -32.1282  -32.4317  -43.0640  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
7.90  -27.9142  -29.0359  -35.1280  -35.4297  -32.5081  -32.8115  -43.5965  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
8.00  -28.0721  -29.1885  -35.5477  -35.8494  -32.8817  -33.1851  -44.1290  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527  -295.6527
