# Thu Apr  6 22:33:54 2023
#
# Cooling Map File
#
# Loop values:
# hden -1.5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910
5.000  -23.4894  -25.0007  -22.4268  -22.7288  -27.4019  -27.7017  -27.0495  -22.9651  -23.1659
5.100  -23.6314  -25.1499  -22.4572  -22.7594  -26.4283  -26.7292  -27.2756  -23.6338  -23.8358
5.200  -23.7725  -25.2964  -22.9250  -23.2275  -24.7468  -25.0485  -27.9240  -24.6616  -24.8650
5.300  -23.9080  -25.4377  -23.4226  -23.7249  -23.3869  -23.6897  -28.5912  -25.6512  -25.8562
5.400  -24.0412  -25.5767  -23.8648  -24.1671  -22.5054  -22.8081  -29.1939  -26.5270  -26.7336
5.500  -24.1876  -25.7159  -24.2479  -24.5499  -22.2776  -22.5808  -29.7306  -27.3083  -27.5168
5.600  -24.3594  -25.8604  -24.5705  -24.8722  -22.6101  -22.9133  -30.2013  -28.0070  -28.2175
5.700  -24.5277  -26.0028  -24.8195  -25.1216  -23.0429  -23.3459  -30.5940  -28.6030  -28.8146
5.800  -24.6914  -26.1426  -25.0042  -25.3063  -23.4380  -23.7411  -30.9187  -29.1012  -29.3121
5.900  -24.8508  -26.2798  -25.2202  -25.5232  -23.7717  -24.0746  -31.2724  -29.6252  -29.8344
6.000  -25.0066  -26.4152  -25.5618  -25.8646  -24.0240  -24.3264  -31.7487  -30.2550  -30.4612
6.100  -25.1593  -26.5492  -26.0747  -26.3772  -24.1900  -24.4919  -32.3938  -31.0253  -31.2276
6.200  -25.3094  -26.6820  -26.7268  -27.0288  -24.3305  -24.6321  -33.1757  -31.9363  -32.1318
6.300  -25.4573  -26.8142  -27.4115  -27.7135  -24.5467  -24.8496  -33.9884  -32.8634  -33.0492
6.400  -25.6035  -26.9459  -28.0723  -28.3742  -24.9231  -25.2258  -34.7751  -33.7328  -33.9073
6.500  -25.7484  -27.0775  -28.6969  -28.9988  -25.4690  -25.7718  -35.5235  -34.5736  -34.7309
6.600  -25.8924  -27.2093  -29.2866  -29.5891  -26.0966  -26.3995  -36.2355  -9999.  -9999.
6.700  -26.0359  -27.3414  -29.8460  -30.1490  -26.7264  -27.0295  -36.9156  -9999.  -9999.
6.800  -26.1791  -27.4742  -30.3793  -30.6827  -27.3291  -27.6323  -37.5682  -9999.  -9999.
6.900  -26.3223  -27.6076  -30.8899  -31.1937  -27.8992  -28.2022  -38.1973  -9999.  -9999.
7.000  -26.4656  -27.7418  -31.3816  -31.6853  -28.4380  -28.7409  -38.8062  -9999.  -9999.
7.100  -26.6091  -27.8769  -31.8568  -32.1604  -28.9484  -29.2513  -39.3979  -9999.  -9999.
7.200  -26.7531  -28.0129  -32.3181  -32.6216  -29.4339  -29.7369  -39.9750  -9999.  -9999.
7.300  -26.8976  -28.1499  -32.7680  -33.0714  -29.8968  -30.1997  -40.5402  -9999.  -9999.
7.400  -27.0425  -28.2878  -9999.  -9999.  -30.3400  -30.6429  -9999.  -9999.  -9999.
7.500  -27.1881  -28.4267  -9999.  -9999.  -30.7661  -31.0690  -9999.  -9999.  -9999.
7.600  -27.3341  -28.5665  -9999.  -9999.  -31.1776  -31.4805  -9999.  -9999.  -9999.
7.700  -27.4807  -28.7072  -9999.  -9999.  -31.5766  -31.8794  -9999.  -9999.  -9999.
7.800  -27.6279  -28.8488  -9999.  -9999.  -31.9653  -32.2681  -9999.  -9999.  -9999.
7.900  -27.7755  -28.9912  -9999.  -9999.  -32.3457  -32.6485  -9999.  -9999.  -9999.
8.000  -27.9236  -29.1344  -9999.  -9999.  -32.7197  -33.0225  -9999.  -9999.  -9999.
