   0.397880E+00   0.529892E+06   0.527442E+06  -0.100549E+00  -0.100549E+00   0.000000E+00   0.529506E+06   0.529506E+06   0.529506E+06  -0.126011E-01   0.266895E+06   0.266881E+06   0.117920E-01
   0.402406E+00   0.520943E+06   0.518529E+06  -0.966391E-01  -0.966393E-01   0.000000E+00   0.520563E+06   0.520563E+06   0.520563E+06  -0.123883E-01   0.262387E+06   0.262373E+06   0.115107E-01
   0.406933E+00   0.512151E+06   0.509769E+06  -0.929060E-01  -0.929062E-01   0.000000E+00   0.511776E+06   0.511776E+06   0.511776E+06  -0.121792E-01   0.257958E+06   0.257944E+06   0.112551E-01
   0.411459E+00   0.503562E+06   0.501211E+06  -0.893489E-01  -0.893491E-01   0.000000E+00   0.503193E+06   0.503193E+06   0.503193E+06  -0.119749E-01   0.253632E+06   0.253618E+06   0.110076E-01
   0.415986E+00   0.495219E+06   0.492899E+06  -0.859664E-01  -0.859666E-01   0.000000E+00   0.494854E+06   0.494854E+06   0.494854E+06  -0.117765E-01   0.249429E+06   0.249415E+06   0.107545E-01
   0.420513E+00   0.487144E+06   0.484859E+06  -0.827538E-01  -0.827540E-01   0.000000E+00   0.486785E+06   0.486785E+06   0.486785E+06  -0.115845E-01   0.245361E+06   0.245348E+06   0.104884E-01
   0.425039E+00   0.479345E+06   0.477096E+06  -0.797038E-01  -0.797039E-01   0.000000E+00   0.478992E+06   0.478992E+06   0.478992E+06  -0.113990E-01   0.241433E+06   0.241420E+06   0.102083E-01
   0.429566E+00   0.471813E+06   0.469602E+06  -0.768067E-01  -0.768068E-01   0.000000E+00   0.471465E+06   0.471465E+06   0.471465E+06  -0.112199E-01   0.237639E+06   0.237627E+06   0.991928E-02
   0.434093E+00   0.464523E+06   0.462351E+06  -0.740512E-01  -0.740514E-01   0.000000E+00   0.464181E+06   0.464181E+06   0.464181E+06  -0.110465E-01   0.233968E+06   0.233956E+06   0.962942E-02
   0.438619E+00   0.457439E+06   0.455306E+06  -0.714247E-01  -0.714248E-01   0.000000E+00   0.457104E+06   0.457104E+06   0.457104E+06  -0.108781E-01   0.230401E+06   0.230388E+06   0.934787E-02
