# Thu Apr  6 19:45:19 2023
#
# Cooling Map File
#
# Loop values:
# hden -5
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910
4.600  -21.6119  -24.5691  -22.1591  -22.4531  -22.6274  -22.9146  -27.1990  -24.4735  -24.5861
4.700  -21.7499  -24.6464  -22.2400  -22.5343  -22.6387  -22.9276  -27.3759  -24.4059  -24.5186
4.800  -21.9243  -24.7412  -22.3223  -22.6167  -22.6323  -22.9232  -27.5691  -24.4217  -24.5338
4.900  -22.1262  -24.8563  -22.4077  -22.7023  -22.6106  -22.9034  -27.8128  -24.5123  -24.6239
5.000  -22.3394  -24.9845  -22.5021  -22.7971  -22.5761  -22.8704  -28.0644  -24.7102  -24.8213
5.100  -22.5511  -25.1198  -22.6303  -22.9254  -22.5313  -22.8268  -28.3480  -25.0747  -25.1854
5.200  -22.7542  -25.2588  -22.8405  -23.1358  -22.4803  -22.7767  -28.7121  -25.6350  -25.7454
5.300  -22.9457  -25.3982  -23.1544  -23.4497  -22.4302  -22.7277  -29.1786  -26.3432  -26.4533
5.400  -23.1254  -25.5369  -23.5302  -23.8255  -22.4112  -22.7088  -29.7057  -27.1083  -27.2183
5.500  -23.2959  -25.6770  -23.9131  -24.2084  -22.5009  -22.7989  -30.2390  -27.8705  -27.9804
5.600  -23.4597  -25.8202  -24.2662  -24.5614  -22.7550  -23.0531  -30.7418  -28.5939  -28.7038
5.700  -23.6145  -25.9607  -24.5516  -24.8469  -23.1091  -23.4071  -31.1762  -29.2284  -29.3376
5.800  -23.7610  -26.0987  -24.7351  -25.0303  -23.4770  -23.7750  -31.5082  -29.7326  -29.8395
5.900  -23.9001  -26.2344  -24.8561  -25.1514  -23.8106  -24.1084  -31.7775  -30.1721  -30.2757
6.000  -24.0327  -26.3681  -25.0447  -25.3399  -24.0719  -24.3692  -32.1140  -30.6621  -30.7617
6.100  -24.1595  -26.5002  -25.4082  -25.7034  -24.2385  -24.5355  -32.6252  -31.2985  -31.3937
6.200  -24.2813  -26.6308  -25.9398  -26.2349  -24.3549  -24.6514  -33.3041  -32.1075  -32.1959
6.300  -24.3989  -26.7604  -26.5468  -26.8419  -24.5259  -24.8231  -34.0585  -32.9778  -33.0569
6.400  -24.5129  -26.8892  -27.1575  -27.4525  -24.8482  -25.1452  -34.8163  -33.8188  -33.8875
6.500  -24.6242  -27.0175  -27.7444  -28.0394  -25.3380  -25.6348  -35.5503  -34.6459  -34.6987
6.600  -24.7334  -27.1457  -28.3017  -28.5967  -25.9209  -26.2175  -36.2547  -9999.  -9999.
6.700  -24.8409  -27.2739  -28.8304  -29.1253  -26.5197  -26.8162  -36.9305  -9999.  -9999.
6.800  -24.9473  -27.4022  -29.3332  -29.6281  -27.0994  -27.3957  -37.5805  -9999.  -9999.
6.900  -25.0531  -27.5308  -29.8133  -30.1082  -27.6500  -27.9459  -38.2080  -9999.  -9999.
7.000  -25.1585  -27.6597  -30.2738  -30.5686  -28.1706  -28.4662  -38.8158  -9999.  -9999.
7.100  -25.2639  -27.7892  -30.7173  -31.0121  -28.6632  -28.9584  -39.4068  -9999.  -9999.
7.200  -25.3695  -27.9191  -31.1464  -31.4411  -29.1303  -29.4252  -39.9836  -9999.  -9999.
7.300  -25.4755  -28.0495  -31.5635  -31.8582  -29.5744  -29.8691  -40.5484  -9999.  -9999.
7.400  -25.5820  -28.1805  -9999.  -9999.  -29.9982  -30.2925  -9999.  -9999.  -9999.
7.500  -25.6892  -28.3119  -9999.  -9999.  -30.4041  -30.6981  -9999.  -9999.  -9999.
7.600  -25.7971  -28.4438  -9999.  -9999.  -30.7946  -31.0883  -9999.  -9999.  -9999.
7.700  -25.9058  -28.5761  -9999.  -9999.  -31.1717  -31.4652  -9999.  -9999.  -9999.
7.800  -26.0154  -28.7089  -9999.  -9999.  -31.5378  -31.8309  -9999.  -9999.  -9999.
7.900  -26.1259  -28.8420  -9999.  -9999.  -31.8947  -32.1875  -9999.  -9999.  -9999.
8.000  -26.2373  -28.9755  -9999.  -9999.  -32.2442  -32.5367  -9999.  -9999.  -9999.
