# Thu Apr  6 22:12:08 2023
#
# Cooling Map File
#
# Loop values:
# hden -2
#
# Data Columns:
# log10 Te [K]
# log10 Emissivities / n_H^2 [erg s^-1 cm^3]
#
#Te   H__1_1216  H__1_6563  C__4_1548  C__4_1551  O__6_1032  O__6_1038  C__3_977  C__3_1907  C__3_1910
5.000  -23.4752  -25.0029  -22.4338  -22.7356  -26.9045  -27.2043  -27.0566  -22.9641  -23.1639
5.100  -23.6190  -25.1494  -22.4584  -22.7603  -26.1693  -26.4702  -27.2769  -23.6302  -23.8313
5.200  -23.7619  -25.2944  -22.9236  -23.2255  -24.7222  -25.0239  -27.9235  -24.6577  -24.8602
5.300  -23.9001  -25.4361  -23.4200  -23.7220  -23.3846  -23.6875  -28.5902  -25.6481  -25.8520
5.400  -24.0351  -25.5754  -23.8619  -24.1642  -22.5058  -22.8084  -29.1927  -26.5246  -26.7301
5.500  -24.1839  -25.7159  -24.2448  -24.5467  -22.2781  -22.5812  -29.7292  -27.3063  -27.5135
5.600  -24.3566  -25.8608  -24.5675  -24.8692  -22.6102  -22.9133  -30.2001  -28.0054  -28.2145
5.700  -24.5248  -26.0029  -24.8170  -25.1190  -23.0427  -23.3457  -30.5933  -28.6021  -28.8122
5.800  -24.6885  -26.1425  -25.0018  -25.3039  -23.4376  -23.7407  -30.9182  -29.1006  -29.3099
5.900  -24.8480  -26.2797  -25.2175  -25.5205  -23.7713  -24.0742  -31.2716  -29.6244  -29.8318
6.000  -25.0037  -26.4151  -25.5586  -25.8614  -24.0237  -24.3262  -31.7476  -30.2537  -30.4580
6.100  -25.1564  -26.5492  -26.0714  -26.3737  -24.1898  -24.4918  -32.3925  -31.0237  -31.2239
6.200  -25.3063  -26.6820  -26.7237  -27.0257  -24.3303  -24.6319  -33.1748  -31.9352  -32.1286
6.300  -25.4540  -26.8142  -27.4087  -27.7107  -24.5465  -24.8494  -33.9879  -32.8635  -33.0469
6.400  -25.5999  -26.9459  -28.0695  -28.3714  -24.9227  -25.2254  -34.7748  -33.7332  -33.9053
6.500  -25.7445  -27.0775  -28.6942  -28.9960  -25.4685  -25.7713  -35.5233  -34.5744  -34.7290
6.600  -25.8882  -27.2093  -29.2838  -29.5863  -26.0961  -26.3990  -36.2354  -9999.  -9999.
6.700  -26.0313  -27.3415  -29.8431  -30.1461  -26.7259  -27.0290  -36.9155  -9999.  -9999.
6.800  -26.1740  -27.4742  -30.3762  -30.6795  -27.3287  -27.6319  -37.5682  -9999.  -9999.
6.900  -26.3167  -27.6076  -30.8866  -31.1903  -27.8988  -28.2019  -38.1973  -9999.  -9999.
7.000  -26.4594  -27.7418  -31.3781  -31.6817  -28.4376  -28.7405  -38.8062  -9999.  -9999.
7.100  -26.6024  -27.8769  -31.8530  -32.1565  -28.9481  -29.2511  -39.3979  -9999.  -9999.
7.200  -26.7457  -28.0129  -32.3140  -32.6174  -29.4337  -29.7366  -39.9751  -9999.  -9999.
7.300  -26.8893  -28.1498  -32.7635  -33.0668  -29.8965  -30.1994  -40.5402  -9999.  -9999.
7.400  -27.0334  -28.2878  -9999.  -9999.  -30.3397  -30.6426  -9999.  -9999.  -9999.
7.500  -27.1780  -28.4266  -9999.  -9999.  -30.7658  -31.0687  -9999.  -9999.  -9999.
7.600  -27.3230  -28.5664  -9999.  -9999.  -31.1772  -31.4801  -9999.  -9999.  -9999.
7.700  -27.4684  -28.7071  -9999.  -9999.  -31.5762  -31.8790  -9999.  -9999.  -9999.
7.800  -27.6142  -28.8487  -9999.  -9999.  -31.9649  -32.2677  -9999.  -9999.  -9999.
7.900  -27.7605  -28.9911  -9999.  -9999.  -32.3452  -32.6480  -9999.  -9999.  -9999.
8.000  -27.9070  -29.1343  -9999.  -9999.  -32.7191  -33.0219  -9999.  -9999.  -9999.
